ARTICLE_ID,DATE,PICKING_QUANTITY_CU
45697dde,2022-06-18,10
51212660,2022-06-13,11
51212660,2022-06-14,6
51212660,2022-06-15,14
51212660,2022-06-17,27
51212660,2022-06-18,2
0c33e0db,2022-06-13,136
0c33e0db,2022-06-14,154
0c33e0db,2022-06-15,119
0c33e0db,2022-06-17,204
0c33e0db,2022-06-18,30
d1defc4f,2022-06-13,53
d1defc4f,2022-06-14,50
d1defc4f,2022-06-15,47
d1defc4f,2022-06-17,59
d1defc4f,2022-06-18,14
e2b3288f,2022-06-13,5
e2b3288f,2022-06-14,6
e2b3288f,2022-06-15,3
e2b3288f,2022-06-17,4
e2b3288f,2022-06-18,4
d09550cf,2022-06-14,2
d09550cf,2022-06-15,1
d09550cf,2022-06-17,2
1046007b,2022-06-13,5
1046007b,2022-06-14,8
1046007b,2022-06-15,3
1046007b,2022-06-17,8
1046007b,2022-06-18,2
bb3378a8,2022-06-13,2
bb3378a8,2022-06-14,1
bb3378a8,2022-06-17,1
a390410b,2022-06-13,1
a390410b,2022-06-14,3
a390410b,2022-06-15,5
a390410b,2022-06-17,2
a390410b,2022-06-18,1
7c825f99,2022-06-14,3
7c825f99,2022-06-17,1
3e75379e,2022-06-13,1
3e75379e,2022-06-14,7
3e75379e,2022-06-15,1
3e75379e,2022-06-17,3
3e75379e,2022-06-18,2
80289ccb,2022-06-14,1
80289ccb,2022-06-15,1
80289ccb,2022-06-17,1
80289ccb,2022-06-18,3
685aba18,2022-06-13,27
685aba18,2022-06-14,34
685aba18,2022-06-15,34
685aba18,2022-06-17,46
685aba18,2022-06-18,17
4053b108,2022-06-13,22
4053b108,2022-06-14,99
4053b108,2022-06-15,49
4053b108,2022-06-17,51
4053b108,2022-06-18,20
ed67a24c,2022-06-13,42
ed67a24c,2022-06-14,68
ed67a24c,2022-06-15,38
ed67a24c,2022-06-17,79
ed67a24c,2022-06-18,27
e83d8f87,2022-06-13,7
e83d8f87,2022-06-14,24
e83d8f87,2022-06-15,16
e83d8f87,2022-06-17,24
e83d8f87,2022-06-18,3
024eae4b,2022-06-14,1
40dbcf99,2022-06-14,2
3833a095,2022-06-13,12
3833a095,2022-06-14,9
3833a095,2022-06-15,2
3833a095,2022-06-17,16
3833a095,2022-06-18,10
690637aa,2022-06-13,8
690637aa,2022-06-14,5
690637aa,2022-06-17,1
690637aa,2022-06-18,4
87dc31fe,2022-06-13,4
87dc31fe,2022-06-14,9
87dc31fe,2022-06-15,7
87dc31fe,2022-06-17,11
87dc31fe,2022-06-18,3
56cc1d01,2022-06-17,1
5dd645f4,2022-06-14,1
5dd645f4,2022-06-17,1
6ba88534,2022-06-13,2
6ba88534,2022-06-14,5
1c19a2cf,2022-06-14,1
1c19a2cf,2022-06-15,1
1c19a2cf,2022-06-18,1
c9cec4d9,2022-06-14,3
17a99436,2022-06-14,1
ffb03e13,2022-06-13,1
ffb03e13,2022-06-17,1
ffb03e13,2022-06-18,1
5ebf68fa,2022-06-13,44
5ebf68fa,2022-06-14,28
5ebf68fa,2022-06-15,28
5ebf68fa,2022-06-17,43
5ebf68fa,2022-06-18,29
723e0694,2022-06-13,43
723e0694,2022-06-14,24
723e0694,2022-06-15,25
723e0694,2022-06-17,37
723e0694,2022-06-18,7
be271868,2022-06-13,2
be271868,2022-06-14,1
be271868,2022-06-17,5
be271868,2022-06-18,2
7535ab9d,2022-06-13,9
7535ab9d,2022-06-14,5
7535ab9d,2022-06-15,7
7535ab9d,2022-06-17,13
7535ab9d,2022-06-18,1
f1c761c6,2022-06-13,2
f1c761c6,2022-06-14,6
f1c761c6,2022-06-15,8
f1c761c6,2022-06-17,22
f1c761c6,2022-06-18,3
c7968899,2022-06-13,4
c7968899,2022-06-14,6
c7968899,2022-06-15,10
c7968899,2022-06-17,12
aba83e09,2022-06-13,7
aba83e09,2022-06-14,8
aba83e09,2022-06-15,13
aba83e09,2022-06-17,20
aba83e09,2022-06-18,5
ff2bece4,2022-06-13,7
ff2bece4,2022-06-14,4
ff2bece4,2022-06-15,12
ff2bece4,2022-06-17,18
ff2bece4,2022-06-18,3
8f8a37e0,2022-06-13,8
8f8a37e0,2022-06-14,4
8f8a37e0,2022-06-15,3
8f8a37e0,2022-06-17,16
8f8a37e0,2022-06-18,4
6662f010,2022-06-13,20
6662f010,2022-06-14,24
6662f010,2022-06-15,31
6662f010,2022-06-17,43
6662f010,2022-06-18,6
97439960,2022-06-13,1
97439960,2022-06-14,1
497fcf66,2022-06-17,8
21076cfd,2022-06-13,8
21076cfd,2022-06-14,23
21076cfd,2022-06-15,20
21076cfd,2022-06-17,26
21076cfd,2022-06-18,8
e687a58d,2022-06-14,2
e687a58d,2022-06-15,4
e687a58d,2022-06-17,4
9926117d,2022-06-13,2
9926117d,2022-06-14,3
9926117d,2022-06-17,3
e690cb5d,2022-06-13,1
e690cb5d,2022-06-14,7
e690cb5d,2022-06-15,6
e690cb5d,2022-06-17,4
e690cb5d,2022-06-18,1
ddc50740,2022-06-13,1
ddc50740,2022-06-14,5
ddc50740,2022-06-15,10
ddc50740,2022-06-17,11
ddc50740,2022-06-18,2
17a9a7fb,2022-06-13,14
17a9a7fb,2022-06-14,11
17a9a7fb,2022-06-15,16
17a9a7fb,2022-06-17,13
17a9a7fb,2022-06-18,5
29a1c91c,2022-06-13,1
29a1c91c,2022-06-14,9
29a1c91c,2022-06-15,16
29a1c91c,2022-06-17,6
29a1c91c,2022-06-18,2
e506d610,2022-06-14,3
e506d610,2022-06-15,1
e506d610,2022-06-17,3
5f3f36f4,2022-06-13,10
5f3f36f4,2022-06-14,11
5f3f36f4,2022-06-15,18
5f3f36f4,2022-06-17,8
5f3f36f4,2022-06-18,11
f80c6c7d,2022-06-13,5
f80c6c7d,2022-06-14,12
f80c6c7d,2022-06-15,13
f80c6c7d,2022-06-17,7
f80c6c7d,2022-06-18,3
587a366d,2022-06-13,2
587a366d,2022-06-14,5
587a366d,2022-06-17,6
587a366d,2022-06-18,1
79961e1f,2022-06-13,3
79961e1f,2022-06-14,1
79961e1f,2022-06-15,1
79961e1f,2022-06-17,6
7d8f3163,2022-06-13,8
7d8f3163,2022-06-14,9
7d8f3163,2022-06-15,19
7d8f3163,2022-06-17,7
7d8f3163,2022-06-18,8
9a1f89e8,2022-06-14,2
9a1f89e8,2022-06-17,4
2434d4ff,2022-06-13,5
2434d4ff,2022-06-14,3
2434d4ff,2022-06-15,4
2434d4ff,2022-06-18,1
06f0d030,2022-06-14,1
06f0d030,2022-06-15,1
06f0d030,2022-06-17,2
06f0d030,2022-06-18,1
f6982342,2022-06-13,1
f6982342,2022-06-14,1
f6982342,2022-06-15,1
f6982342,2022-06-17,4
f6982342,2022-06-18,1
fe8024c9,2022-06-13,5
fe8024c9,2022-06-14,2
fe8024c9,2022-06-15,3
fe8024c9,2022-06-17,5
ab454c65,2022-06-13,14
ab454c65,2022-06-14,16
ab454c65,2022-06-15,9
ab454c65,2022-06-17,15
ab454c65,2022-06-18,5
323eb5d4,2022-06-14,2
323eb5d4,2022-06-15,3
323eb5d4,2022-06-17,2
f6166c0b,2022-06-13,25
f6166c0b,2022-06-14,47
f6166c0b,2022-06-15,62
f6166c0b,2022-06-17,73
f6166c0b,2022-06-18,28
8b91bce4,2022-06-13,17
8b91bce4,2022-06-14,10
8b91bce4,2022-06-15,4
8b91bce4,2022-06-17,7
8b91bce4,2022-06-18,7
9d97fe74,2022-06-13,22
9d97fe74,2022-06-14,10
9d97fe74,2022-06-15,10
9d97fe74,2022-06-17,18
9d97fe74,2022-06-18,2
b6d5ce4a,2022-06-13,56
b6d5ce4a,2022-06-14,27
b6d5ce4a,2022-06-15,23
b6d5ce4a,2022-06-17,48
b6d5ce4a,2022-06-18,21
4919cc38,2022-06-13,47
4919cc38,2022-06-14,37
4919cc38,2022-06-15,14
4919cc38,2022-06-17,31
4919cc38,2022-06-18,5
bd67ce9f,2022-06-13,62
bd67ce9f,2022-06-14,48
bd67ce9f,2022-06-15,56
bd67ce9f,2022-06-17,13
bd67ce9f,2022-06-18,2
219120c0,2022-06-13,3
219120c0,2022-06-14,8
219120c0,2022-06-15,7
219120c0,2022-06-17,10
e2cf9b25,2022-06-13,5
e2cf9b25,2022-06-14,18
e2cf9b25,2022-06-15,11
e2cf9b25,2022-06-17,7
3a2c1a7c,2022-06-13,8
3a2c1a7c,2022-06-14,1
3a2c1a7c,2022-06-15,3
c5cba02c,2022-06-13,84
c5cba02c,2022-06-14,88
c5cba02c,2022-06-15,50
c5cba02c,2022-06-17,70
c5cba02c,2022-06-18,41
991da8cb,2022-06-13,3
991da8cb,2022-06-14,5
991da8cb,2022-06-15,1
991da8cb,2022-06-17,3
991da8cb,2022-06-18,1
0c43fd57,2022-06-13,6
0c43fd57,2022-06-14,1
0c43fd57,2022-06-15,7
0c43fd57,2022-06-17,7
0c43fd57,2022-06-18,1
eb89b30f,2022-06-14,3
eb89b30f,2022-06-15,3
eb89b30f,2022-06-17,2
44119037,2022-06-13,2
44119037,2022-06-14,6
44119037,2022-06-15,5
44119037,2022-06-17,6
cec3f8a1,2022-06-13,1
cec3f8a1,2022-06-14,3
cec3f8a1,2022-06-15,5
cec3f8a1,2022-06-17,8
cec3f8a1,2022-06-18,1
c066443c,2022-06-13,2
c066443c,2022-06-14,1
c066443c,2022-06-15,3
c066443c,2022-06-17,4
2cad2214,2022-06-13,21
2cad2214,2022-06-14,21
2cad2214,2022-06-15,23
2cad2214,2022-06-17,16
2cad2214,2022-06-18,14
6e0561f4,2022-06-13,34
6e0561f4,2022-06-14,25
6e0561f4,2022-06-15,37
6e0561f4,2022-06-17,42
6e0561f4,2022-06-18,12
45871b08,2022-06-13,2
45871b08,2022-06-14,1
45871b08,2022-06-15,1
45871b08,2022-06-17,4
45871b08,2022-06-18,1
6b0b08fb,2022-06-13,4
6b0b08fb,2022-06-14,1
6b0b08fb,2022-06-15,2
6b0b08fb,2022-06-17,2
99b65ca7,2022-06-13,4
99b65ca7,2022-06-14,4
99b65ca7,2022-06-15,2
582c2a4d,2022-06-13,3
582c2a4d,2022-06-14,6
582c2a4d,2022-06-15,2
582c2a4d,2022-06-17,1
582c2a4d,2022-06-18,1
631c868d,2022-06-13,3
631c868d,2022-06-14,1
631c868d,2022-06-15,2
631c868d,2022-06-17,1
631c868d,2022-06-18,1
a6375ac8,2022-06-13,7
a6375ac8,2022-06-14,6
a6375ac8,2022-06-15,4
a6375ac8,2022-06-17,11
a6375ac8,2022-06-18,3
33fb16b6,2022-06-13,1
33fb16b6,2022-06-14,1
33fb16b6,2022-06-15,2
33fb16b6,2022-06-17,3
091532e8,2022-06-13,1
091532e8,2022-06-15,1
091532e8,2022-06-17,6
091532e8,2022-06-18,4
6403941b,2022-06-13,3
6403941b,2022-06-14,4
6403941b,2022-06-15,3
6403941b,2022-06-17,3
a7bcf1c2,2022-06-13,1
a7bcf1c2,2022-06-14,5
a7bcf1c2,2022-06-15,2
a7bcf1c2,2022-06-17,2
a7bcf1c2,2022-06-18,1
d525e28d,2022-06-13,24
d525e28d,2022-06-14,71
d525e28d,2022-06-15,55
d525e28d,2022-06-17,67
d525e28d,2022-06-18,13
03ec4a51,2022-06-13,11
03ec4a51,2022-06-14,6
03ec4a51,2022-06-15,13
03ec4a51,2022-06-17,12
03ec4a51,2022-06-18,1
682759fb,2022-06-13,2
682759fb,2022-06-14,1
682759fb,2022-06-15,8
682759fb,2022-06-17,5
682759fb,2022-06-18,1
26a5237e,2022-06-14,2
26a5237e,2022-06-15,2
26a5237e,2022-06-17,1
ee3d2ba1,2022-06-13,3
ee3d2ba1,2022-06-14,4
ee3d2ba1,2022-06-15,5
ee3d2ba1,2022-06-17,3
ee3d2ba1,2022-06-18,1
afe9ec89,2022-06-13,1
afe9ec89,2022-06-14,1
afe9ec89,2022-06-15,3
0650fee0,2022-06-13,1
0650fee0,2022-06-15,2
0650fee0,2022-06-17,5
2a8534c8,2022-06-13,3
2a8534c8,2022-06-14,2
2a8534c8,2022-06-15,4
2a8534c8,2022-06-17,6
2a8534c8,2022-06-18,1
7e8cd56d,2022-06-15,1
0a2f0586,2022-06-17,29
0a2f0586,2022-06-18,11
d46f3cdd,2022-06-13,5
d46f3cdd,2022-06-14,20
d46f3cdd,2022-06-15,14
d46f3cdd,2022-06-17,22
d46f3cdd,2022-06-18,9
46dc089d,2022-06-13,13
46dc089d,2022-06-14,11
46dc089d,2022-06-15,8
46dc089d,2022-06-17,43
46dc089d,2022-06-18,9
b245d60a,2022-06-13,15
b245d60a,2022-06-14,10
b245d60a,2022-06-15,8
b245d60a,2022-06-17,18
b245d60a,2022-06-18,4
12db3388,2022-06-13,49
12db3388,2022-06-14,36
12db3388,2022-06-15,45
12db3388,2022-06-17,68
12db3388,2022-06-18,20
07e343d0,2022-06-13,14
07e343d0,2022-06-14,14
07e343d0,2022-06-15,15
07e343d0,2022-06-17,14
07e343d0,2022-06-18,6
d9637924,2022-06-13,18
d9637924,2022-06-14,12
d9637924,2022-06-15,15
d9637924,2022-06-17,15
d9637924,2022-06-18,7
a6dcba6d,2022-06-13,22
a6dcba6d,2022-06-14,31
a6dcba6d,2022-06-15,13
a6dcba6d,2022-06-17,33
a6dcba6d,2022-06-18,16
780f9398,2022-06-13,407
780f9398,2022-06-14,421
780f9398,2022-06-15,461
780f9398,2022-06-17,520
780f9398,2022-06-18,100
7ca99f89,2022-06-13,1
7ca99f89,2022-06-14,1
7ca99f89,2022-06-15,5
7ca99f89,2022-06-17,1
7ca99f89,2022-06-18,3
f07fe8a2,2022-06-13,4
f07fe8a2,2022-06-17,5
f07fe8a2,2022-06-18,3
e70a0dc8,2022-06-13,4
e70a0dc8,2022-06-14,4
e70a0dc8,2022-06-15,1
e70a0dc8,2022-06-17,2
e70a0dc8,2022-06-18,1
4ea21f2c,2022-06-13,16
4ea21f2c,2022-06-14,13
4ea21f2c,2022-06-15,14
4ea21f2c,2022-06-17,14
4ea21f2c,2022-06-18,12
e7055582,2022-06-13,23
e7055582,2022-06-14,22
e7055582,2022-06-15,10
e7055582,2022-06-17,16
e7055582,2022-06-18,21
7e910db1,2022-06-13,14
7e910db1,2022-06-14,14
7e910db1,2022-06-15,7
7e910db1,2022-06-17,30
7e910db1,2022-06-18,1
be20b9eb,2022-06-13,5
be20b9eb,2022-06-14,2
be20b9eb,2022-06-15,2
be20b9eb,2022-06-17,3
1f782edd,2022-06-13,9
1f782edd,2022-06-14,11
1f782edd,2022-06-15,14
1f782edd,2022-06-17,13
1f782edd,2022-06-18,13
e36eeb7a,2022-06-13,4
e36eeb7a,2022-06-14,8
e36eeb7a,2022-06-15,18
e36eeb7a,2022-06-17,10
e36eeb7a,2022-06-18,1
1e06cebc,2022-06-13,4
1e06cebc,2022-06-14,4
1e06cebc,2022-06-15,1
1e06cebc,2022-06-17,5
1e06cebc,2022-06-18,1
88b91b03,2022-06-13,50
88b91b03,2022-06-14,32
88b91b03,2022-06-15,34
88b91b03,2022-06-17,55
88b91b03,2022-06-18,14
67a88869,2022-06-13,20
67a88869,2022-06-14,30
67a88869,2022-06-15,18
67a88869,2022-06-17,39
67a88869,2022-06-18,12
daaf3d0c,2022-06-13,45
daaf3d0c,2022-06-14,42
daaf3d0c,2022-06-15,39
daaf3d0c,2022-06-17,70
daaf3d0c,2022-06-18,19
f1597299,2022-06-13,29
f1597299,2022-06-14,24
f1597299,2022-06-15,44
f1597299,2022-06-17,69
f1597299,2022-06-18,12
4cda9281,2022-06-13,16
4cda9281,2022-06-14,16
4cda9281,2022-06-15,23
4cda9281,2022-06-17,9
4cda9281,2022-06-18,10
c7b57511,2022-06-13,51
c7b57511,2022-06-14,50
c7b57511,2022-06-15,74
c7b57511,2022-06-17,125
c7b57511,2022-06-18,25
f7787a80,2022-06-13,7
f7787a80,2022-06-14,10
f7787a80,2022-06-15,7
f7787a80,2022-06-17,18
f7787a80,2022-06-18,12
be43ce3b,2022-06-13,74
be43ce3b,2022-06-14,84
be43ce3b,2022-06-15,107
be43ce3b,2022-06-17,151
be43ce3b,2022-06-18,35
c3b37a5b,2022-06-13,5
c3b37a5b,2022-06-14,4
c3b37a5b,2022-06-15,2
c3b37a5b,2022-06-17,4
c3b37a5b,2022-06-18,3
6348213d,2022-06-13,2
6348213d,2022-06-14,7
6348213d,2022-06-15,1
6348213d,2022-06-17,16
6348213d,2022-06-18,1
388c86ae,2022-06-13,142
388c86ae,2022-06-14,128
388c86ae,2022-06-15,107
388c86ae,2022-06-17,172
388c86ae,2022-06-18,55
9cb05039,2022-06-13,1
3245face,2022-06-15,2
3245face,2022-06-17,1
4cd3a94c,2022-06-13,4
4cd3a94c,2022-06-14,11
4cd3a94c,2022-06-15,5
4cd3a94c,2022-06-17,4
4777c76a,2022-06-13,2
4777c76a,2022-06-14,5
4777c76a,2022-06-15,2
4777c76a,2022-06-17,5
4777c76a,2022-06-18,1
05f7190a,2022-06-13,56
05f7190a,2022-06-14,63
05f7190a,2022-06-15,86
05f7190a,2022-06-17,56
05f7190a,2022-06-18,44
6da913fa,2022-06-13,106
6da913fa,2022-06-14,76
6da913fa,2022-06-15,70
6da913fa,2022-06-17,175
6da913fa,2022-06-18,20
70815187,2022-06-13,10
70815187,2022-06-14,10
70815187,2022-06-15,10
70815187,2022-06-17,14
70815187,2022-06-18,3
1e219790,2022-06-17,3
1e219790,2022-06-18,1
3eaae92e,2022-06-13,35
3eaae92e,2022-06-14,29
3eaae92e,2022-06-15,21
3eaae92e,2022-06-17,26
3eaae92e,2022-06-18,3
c2cffba5,2022-06-13,4
c2cffba5,2022-06-14,5
c2cffba5,2022-06-15,4
c2cffba5,2022-06-17,4
c2cffba5,2022-06-18,2
e72655df,2022-06-13,8
e72655df,2022-06-14,4
e72655df,2022-06-15,5
e72655df,2022-06-17,12
e72655df,2022-06-18,9
7a23189c,2022-06-13,4
7a23189c,2022-06-14,6
7a23189c,2022-06-15,13
7a23189c,2022-06-17,10
7a23189c,2022-06-18,4
65f5d5e4,2022-06-13,1
65f5d5e4,2022-06-14,4
65f5d5e4,2022-06-15,3
65f5d5e4,2022-06-17,9
65f5d5e4,2022-06-18,2
72bdb5db,2022-06-13,48
72bdb5db,2022-06-14,11
72bdb5db,2022-06-15,32
72bdb5db,2022-06-17,33
72bdb5db,2022-06-18,1
12a5a6fe,2022-06-13,4
12a5a6fe,2022-06-14,4
12a5a6fe,2022-06-15,8
12a5a6fe,2022-06-17,4
12a5a6fe,2022-06-18,4
354cea87,2022-06-13,19
354cea87,2022-06-14,21
354cea87,2022-06-15,30
354cea87,2022-06-17,30
354cea87,2022-06-18,6
369c97e6,2022-06-13,7
369c97e6,2022-06-14,2
369c97e6,2022-06-15,8
369c97e6,2022-06-17,21
369c97e6,2022-06-18,5
cc166d6d,2022-06-13,7
cc166d6d,2022-06-14,7
cc166d6d,2022-06-15,5
cc166d6d,2022-06-17,13
cc166d6d,2022-06-18,2
a07edeaf,2022-06-13,17
a07edeaf,2022-06-14,6
a07edeaf,2022-06-15,4
a07edeaf,2022-06-17,19
a07edeaf,2022-06-18,6
6ba28b2f,2022-06-13,2
6ba28b2f,2022-06-14,5
6ba28b2f,2022-06-15,1
6ba28b2f,2022-06-17,6
6ba28b2f,2022-06-18,1
46750055,2022-06-13,4
46750055,2022-06-14,1
46750055,2022-06-15,1
7885132c,2022-06-13,1
051ecf38,2022-06-13,21
051ecf38,2022-06-14,26
051ecf38,2022-06-15,14
051ecf38,2022-06-17,26
051ecf38,2022-06-18,11
ec1700a4,2022-06-13,17
ec1700a4,2022-06-14,13
ec1700a4,2022-06-15,18
ec1700a4,2022-06-17,31
ec1700a4,2022-06-18,4
5d2095cf,2022-06-13,10
5d2095cf,2022-06-14,10
5d2095cf,2022-06-15,5
5d2095cf,2022-06-17,9
5d2095cf,2022-06-18,4
1e5450b5,2022-06-13,7
1e5450b5,2022-06-14,9
1e5450b5,2022-06-15,5
1e5450b5,2022-06-17,11
1e5450b5,2022-06-18,1
e7217794,2022-06-13,5
e7217794,2022-06-14,11
e7217794,2022-06-15,10
e7217794,2022-06-17,15
e7217794,2022-06-18,3
c91c890f,2022-06-13,4
c91c890f,2022-06-14,4
c91c890f,2022-06-15,6
c91c890f,2022-06-17,6
9b545d6f,2022-06-13,4
9b545d6f,2022-06-14,4
9b545d6f,2022-06-15,2
9b545d6f,2022-06-17,1
9b545d6f,2022-06-18,1
a808b479,2022-06-13,7
a808b479,2022-06-14,6
a808b479,2022-06-15,5
a808b479,2022-06-17,14
a808b479,2022-06-18,2
dfa1cbd1,2022-06-13,11
dfa1cbd1,2022-06-14,7
dfa1cbd1,2022-06-15,3
dfa1cbd1,2022-06-17,4
dfa1cbd1,2022-06-18,1
770b12da,2022-06-13,53
770b12da,2022-06-14,45
770b12da,2022-06-15,39
770b12da,2022-06-17,59
770b12da,2022-06-18,14
f3a9f939,2022-06-13,85
f3a9f939,2022-06-14,68
f3a9f939,2022-06-15,64
f3a9f939,2022-06-17,57
f3a9f939,2022-06-18,20
9993006b,2022-06-13,70
9993006b,2022-06-14,36
9993006b,2022-06-15,54
9993006b,2022-06-17,75
9993006b,2022-06-18,10
8696cfe3,2022-06-13,79
8696cfe3,2022-06-14,56
8696cfe3,2022-06-15,64
8696cfe3,2022-06-17,70
8696cfe3,2022-06-18,41
5f0d188b,2022-06-13,66
5f0d188b,2022-06-14,70
5f0d188b,2022-06-15,37
5f0d188b,2022-06-17,66
5f0d188b,2022-06-18,32
7c58f595,2022-06-13,46
7c58f595,2022-06-14,60
7c58f595,2022-06-15,59
7c58f595,2022-06-17,91
7c58f595,2022-06-18,23
d94cef8a,2022-06-13,11
d94cef8a,2022-06-14,8
d94cef8a,2022-06-15,11
d94cef8a,2022-06-17,14
d94cef8a,2022-06-18,4
9a4c7fcb,2022-06-13,6
9a4c7fcb,2022-06-14,12
9a4c7fcb,2022-06-15,9
9a4c7fcb,2022-06-17,8
9a4c7fcb,2022-06-18,1
9cb8bd3d,2022-06-13,33
9cb8bd3d,2022-06-14,19
9cb8bd3d,2022-06-15,14
9cb8bd3d,2022-06-17,15
9cb8bd3d,2022-06-18,2
98a34702,2022-06-13,17
98a34702,2022-06-14,19
98a34702,2022-06-15,18
98a34702,2022-06-17,32
98a34702,2022-06-18,10
e6240fc9,2022-06-14,7
e6240fc9,2022-06-15,4
e6240fc9,2022-06-17,5
abd87476,2022-06-13,9
abd87476,2022-06-14,2
abd87476,2022-06-15,4
abd87476,2022-06-17,10
fdc328d8,2022-06-13,2
fdc328d8,2022-06-14,4
fdc328d8,2022-06-15,2
fdc328d8,2022-06-17,4
fdc328d8,2022-06-18,1
2cedcfb2,2022-06-13,17
2cedcfb2,2022-06-14,19
2cedcfb2,2022-06-15,14
2cedcfb2,2022-06-17,35
2cedcfb2,2022-06-18,5
9ebe01f4,2022-06-13,2
9ebe01f4,2022-06-14,5
9ebe01f4,2022-06-15,7
9ebe01f4,2022-06-17,13
eec1a613,2022-06-13,62
eec1a613,2022-06-14,53
eec1a613,2022-06-15,50
eec1a613,2022-06-17,112
eec1a613,2022-06-18,22
344c57e0,2022-06-13,51
344c57e0,2022-06-14,55
344c57e0,2022-06-15,56
344c57e0,2022-06-17,67
344c57e0,2022-06-18,12
59538fac,2022-06-13,2
59538fac,2022-06-14,4
59538fac,2022-06-15,5
59538fac,2022-06-17,5
59538fac,2022-06-18,1
9bbebab2,2022-06-13,9
9bbebab2,2022-06-14,3
9bbebab2,2022-06-15,1
9bbebab2,2022-06-17,9
9bbebab2,2022-06-18,1
746b2504,2022-06-13,28
746b2504,2022-06-14,18
746b2504,2022-06-15,23
746b2504,2022-06-17,32
746b2504,2022-06-18,8
557852f3,2022-06-13,5
557852f3,2022-06-14,2
557852f3,2022-06-15,4
557852f3,2022-06-17,7
557852f3,2022-06-18,1
3442fad5,2022-06-13,11
3442fad5,2022-06-14,5
3442fad5,2022-06-15,5
3442fad5,2022-06-17,11
3442fad5,2022-06-18,8
514aa172,2022-06-13,2
514aa172,2022-06-14,4
514aa172,2022-06-15,4
514aa172,2022-06-17,2
10ae3a25,2022-06-13,1
10ae3a25,2022-06-14,1
10ae3a25,2022-06-15,9
10ae3a25,2022-06-17,5
10ae3a25,2022-06-18,1
c93406b2,2022-06-13,1
c93406b2,2022-06-14,3
c93406b2,2022-06-15,5
c93406b2,2022-06-17,5
c93406b2,2022-06-18,1
e9c66de5,2022-06-13,82
e9c66de5,2022-06-14,58
e9c66de5,2022-06-15,24
e9c66de5,2022-06-17,53
e9c66de5,2022-06-18,20
9d967d45,2022-06-13,39
9d967d45,2022-06-14,62
9d967d45,2022-06-15,34
9d967d45,2022-06-17,63
9d967d45,2022-06-18,17
a909193d,2022-06-13,2
a909193d,2022-06-14,7
a909193d,2022-06-15,4
a909193d,2022-06-17,9
a909193d,2022-06-18,1
e0e4275f,2022-06-13,40
e0e4275f,2022-06-14,53
e0e4275f,2022-06-15,15
e0e4275f,2022-06-17,52
e0e4275f,2022-06-18,12
a08b6399,2022-06-13,44
a08b6399,2022-06-14,28
a08b6399,2022-06-15,16
a08b6399,2022-06-17,51
a08b6399,2022-06-18,12
bc1b3318,2022-06-13,34
bc1b3318,2022-06-14,36
bc1b3318,2022-06-15,32
bc1b3318,2022-06-17,41
bc1b3318,2022-06-18,4
bdb665d7,2022-06-13,15
bdb665d7,2022-06-14,15
bdb665d7,2022-06-15,18
bdb665d7,2022-06-17,21
bdb665d7,2022-06-18,7
bda1d24e,2022-06-13,5
bda1d24e,2022-06-14,4
bda1d24e,2022-06-15,5
bda1d24e,2022-06-17,8
bda1d24e,2022-06-18,3
766edd21,2022-06-13,5
766edd21,2022-06-14,20
766edd21,2022-06-15,19
766edd21,2022-06-17,28
766edd21,2022-06-18,6
a56993ef,2022-06-13,4
a92e21a0,2022-06-13,31
a92e21a0,2022-06-14,17
a92e21a0,2022-06-15,19
a92e21a0,2022-06-17,27
a92e21a0,2022-06-18,12
49b2745d,2022-06-13,23
49b2745d,2022-06-14,17
49b2745d,2022-06-15,15
49b2745d,2022-06-17,14
49b2745d,2022-06-18,16
9379cc91,2022-06-13,27
9379cc91,2022-06-14,9
9379cc91,2022-06-15,28
9379cc91,2022-06-17,25
9379cc91,2022-06-18,19
584db506,2022-06-13,16
584db506,2022-06-14,14
584db506,2022-06-15,16
584db506,2022-06-17,20
584db506,2022-06-18,7
6901f54a,2022-06-13,7
6901f54a,2022-06-14,8
6901f54a,2022-06-15,8
6901f54a,2022-06-17,7
6901f54a,2022-06-18,3
964b3433,2022-06-13,8
964b3433,2022-06-14,18
964b3433,2022-06-15,12
964b3433,2022-06-17,1
964b3433,2022-06-18,1
e9364b5d,2022-06-13,11
e9364b5d,2022-06-14,14
e9364b5d,2022-06-15,5
e9364b5d,2022-06-17,13
e9364b5d,2022-06-18,22
4ad8bfee,2022-06-14,2
4ad8bfee,2022-06-17,1
758e7c6a,2022-06-13,34
758e7c6a,2022-06-14,21
758e7c6a,2022-06-15,20
758e7c6a,2022-06-17,62
758e7c6a,2022-06-18,7
eec20cef,2022-06-13,6
eec20cef,2022-06-14,10
eec20cef,2022-06-15,10
eec20cef,2022-06-17,10
eec20cef,2022-06-18,5
73c7ae9c,2022-06-13,101
73c7ae9c,2022-06-14,60
73c7ae9c,2022-06-15,56
73c7ae9c,2022-06-17,109
73c7ae9c,2022-06-18,23
a2220831,2022-06-13,6
a2220831,2022-06-14,1
a2220831,2022-06-15,4
a2220831,2022-06-17,1
a2220831,2022-06-18,2
d04c49f5,2022-06-13,60
d04c49f5,2022-06-14,76
d04c49f5,2022-06-15,65
d04c49f5,2022-06-17,130
d04c49f5,2022-06-18,48
62ecdf56,2022-06-13,2
62ecdf56,2022-06-14,13
62ecdf56,2022-06-15,1
62ecdf56,2022-06-17,3
